"Gemeinde","Längengrad_Gemeinde","Breitengrad_Gemeinde","state","Hauptstadt","Längengrad","Breitengrad"
"OBERHAUSEN RHEINHAUSEN",8.482728,49.260511,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"REILINGEN",8.566677,49.29268,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"ALTLUSSHEIM",8.498339,49.301347,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"NEULUSSHEIM",8.522135,49.293561,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HEIDELBERG",8.702067,49.408826,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"LEIMEN1",8.688782,49.349054,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WALLDORF",8.642764,49.303151,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"DOSSENHEIM",8.677836,49.451501,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"NUSSLOCH",8.69587,49.322794,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"DIELHEIM",8.734802,49.282607,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"MUEHLHAUSEN",8.726913,49.248138,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BAMMENTAL",8.77808,49.357303,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SCHOENAU",8.808894,49.435936,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HEILIGKREUZSTEINACH",8.797006,49.485877,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"MALSCH",8.684476,49.245462,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"MAUER",8.799677,49.339474,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WIESENBACH",8.803146,49.361319,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WILHELMSFELD",8.753624,49.470322,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"MUDAU",9.202685,49.534259,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WALDBRUNN",9.076699,49.463217,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SCHOENBRUNN",8.92908,49.410744,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HIRSCHBERG AN DER BERGSTRASSE",8.656323,49.49855,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"LAUDENBACH1",8.6545,49.611097,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WEIL IM SCHOENBUCH",9.061727,48.622879,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SCHOENAICH",9.062322,48.656516,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"MAGSTADT",8.962269,48.742432,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GAERTRINGEN",8.901692,48.641924,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GRAFENAU",8.91395,48.711098,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GAEUFELDEN",8.829578,48.55375,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"JETTINGEN",8.774656,48.577417,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"AIDLINGEN",8.896991,48.677969,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"EHNINGEN",8.940525,48.65926,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"STEINENBRONN",9.119496,48.66012,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BONDORF",8.837466,48.520644,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"NUFRINGEN",8.888193,48.622489,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"ALTDORF1",8.995571,48.630941,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HILDRIZHAUSEN",8.965976,48.624078,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"MOETZINGEN",8.773708,48.535282,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"LEONBERG",9.016776,48.800497,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"RUTESHEIM",8.945152,48.809882,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WEISSACH",8.927545,48.846812,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WIMSHEIM",8.825364,48.851899,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"LEUTENBACH",9.392571,48.887529,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WUESTENROT",9.460742,49.080263,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"AMMERBUCH",8.965949,48.553816,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"PLIEZHAUSEN",9.20596,48.559129,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"KUSTERDINGEN",9.120318,48.521842,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"OFTERDINGEN",9.030929,48.42084,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"DETTENHAUSEN",9.100748,48.607603,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"KIRCHENTELLINSFURT",9.149618,48.53123,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WALDDORFHAESLACH",9.181635,48.586919,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"DUSSLINGEN",9.054599,48.452421,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"NEUSTETTEN",8.882594,48.481308,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WALDACHTAL",8.575573,48.476598,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"STARZACH",8.812421,48.432044,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"EUTINGEN IM GAEU",8.748033,48.47781,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"EMPFINGEN",8.709744,48.392671,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"VOEHRINGEN",8.661091,48.336848,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"EBHAUSEN",8.679186,48.583976,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SIMMERSFELD",8.511334,48.625744,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"EGENHAUSEN",8.618855,48.564672,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"ROHRDORF",8.693404,48.570536,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"PFALZGRAFENWEILER",8.567546,48.528061,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"LOSSBURG",8.453275,48.411512,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SEEWALD",8.418402,48.595387,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GEISLINGEN",8.811353,48.287956,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SCHOEMBERG",8.758829,48.211609,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"DORMETTINGEN",8.771419,48.238093,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"DOTTERNHAUSEN",8.792911,48.228177,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"OBERNHEIM",8.861492,48.162516,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"RATSHAUSEN",8.792083,48.195108,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BISINGEN",8.917087,48.310155,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BODELSHAUSEN",8.9735,48.392533,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"RANGENDINGEN",8.885614,48.382119,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GROSSELFINGEN",8.883505,48.335162,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"JUNGINGEN",9.040988,48.328627,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WINTERLINGEN",9.117643,48.178723,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BITZ",9.092414,48.244285,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SCHWENNINGEN",8.997429,48.10473,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"KRAUCHENWIES",9.249308,48.018633,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"STETTEN AM KALTEN MARKT",9.077554,48.121999,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BINGEN",9.272341,48.110738,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"INZIGKOFEN",9.179892,48.070376,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SIGMARINGENDORF",9.261616,48.067985,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HOHENSTEIN1",9.3727,48.348388,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GOMADINGEN",9.386957,48.401333,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HEROLDSTATT",9.669339,48.446332,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"MEHRSTETTEN",9.566367,48.376623,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"PFRONSTETTEN",9.362101,48.275033,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GRABENSTETTEN",9.461456,48.523681,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HUELBEN",9.408307,48.520004,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"RIEDERICH",9.268552,48.560229,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"ROEMERSTEIN",9.514668,48.496398,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WESTERHEIM",9.624072,48.515159,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"FRICKENHAUSEN",9.359845,48.593654,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"OBERBOIHINGEN",9.366724,48.647727,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WOLFSCHLUGEN",9.288023,48.653445,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"NECKARTENZLINGEN",9.233903,48.590722,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"ALTDORF2",9.271505,48.594688,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"ALTENRIET",9.221764,48.591482,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BEMPFLINGEN",9.26546,48.573217,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GRAFENBERG",9.305273,48.566126,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GROSSBETTLINGEN",9.30894,48.590744,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"NECKARTAILFINGEN",9.262633,48.61255,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"UNTERENSINGEN",9.356151,48.658098,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"ENINGEN UNTER ACHALM",9.259408,48.486636,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"LICHTENSTEIN",9.254311,48.430248,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GOMARINGEN",9.096513,48.452476,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SONNENBUEHL",9.179523,48.38956,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WANNWEIL",9.151047,48.517041,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"ENGSTINGEN",9.285676,48.387146,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"DUERNAU",9.641001,48.642386,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HATTENHOFEN",9.574768,48.666458,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"LENNINGEN",9.472018,48.551225,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"REICHENBACH AN DER FILS",9.459835,48.709743,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"DETTINGEN UNTER TECK",9.45268,48.61725,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"NEULINGEN",8.728215,48.970506,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"OELBRONN DUERRN",8.755586,48.956479,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"KIESELBRONN",8.753077,48.934399,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SCHOEMBERG1",8.645825,48.78717,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"STRAUBENHARDT",8.531485,48.854542,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"ENZKLOESTERLE",8.474621,48.668044,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HOEFEN AN DER ENZ",8.585296,48.802725,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"NEUWEILER",8.596988,48.657642,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GECHINGEN",8.829001,48.695245,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"DECKENPFRONN",8.822512,48.65171,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"OBERREICHENBACH",8.661125,48.734376,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SIMMOZHEIM",8.812573,48.752475,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"OETISHEIM",8.805085,48.961011,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WIERNSHEIM",8.852211,48.890993,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"STERNENFELS",8.850112,49.050912,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WURMBERG",8.819731,48.870876,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"MALSCH1",8.334952,48.879543,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"LINKENHEIM HOCHSTETTEN",8.408502,49.124733,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WEINGARTEN (BADEN)",8.531712,49.050225,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"MARXZELL",8.448322,48.863172,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"MUGGENSTURM",8.276717,48.869678,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BIETIGHEIM",8.246052,48.91379,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"OETIGHEIM",8.230292,48.892769,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"IFFEZHEIM",8.140588,48.822716,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"AU AM RHEIN",8.236454,48.951487,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BISCHWEIER",8.28315,48.838747,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"ELCHESHEIM ILLINGEN",8.208194,48.933733,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"STEINMAUERN",8.198767,48.900452,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HUEGELSHEIM",8.111634,48.797453,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"FORBACH",8.358737,48.680136,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"LOFFENAU",8.387066,48.773965,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WEISENBACH",8.354952,48.728726,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GRABEN NEUDORF",8.496271,49.172696,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"KARLSDORF NEUTHARD",8.545484,49.136151,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HAMBRUECKEN",8.544792,49.186033,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"KRONAU",8.634487,49.219296,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"JOCKGRIM",8.276512,49.094237,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BELLHEIM",8.284042,49.190542,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"RUELZHEIM",8.293548,49.155067,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"RHEINZABERN",8.278355,49.117953,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HAGENBACH",8.247027,49.02038,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BERG (PFALZ)",8.205367,48.982445,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HATZENBUEHL",8.243475,49.110695,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HOERDT",8.327028,49.166223,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KUHARDT",8.315402,49.144499,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"LEIMERSHEIM",8.342259,49.123945,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"NEUBURG AM RHEIN",8.251735,48.986655,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"NEUPOTZ",8.317843,49.118317,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BIRKWEILER",8.038079,49.204087,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GOECKLINGEN",8.0416,49.162018,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HEUCHELHEIM KLINGEN",8.052965,49.146841,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"IMPFLINGEN",8.112662,49.162213,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BOECHINGEN",8.092554,49.2373,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"FRANKWEILER",8.057838,49.227496,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"SIEBELDINGEN",8.051552,49.209801,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BURRWEILER",8.075454,49.248524,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HAINFELD",8.100789,49.257384,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ROSCHBACH",8.11789,49.246363,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HAUENSTEIN",7.852592,49.192059,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"SPIRKELBACH",7.884118,49.197168,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WILGARTSWIESEN",7.87865,49.209601,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ALBERSWEILER",8.028507,49.219042,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"DERNBACH1",8.005928,49.247262,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"EUSSERTHAL",7.970015,49.24392,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"RAMBERG",8.009292,49.260612,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WERNERSBERG",7.92763,49.190214,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ERLENBACH BEI KANDEL",8.186629,49.110993,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"FRECKENFELD",8.111546,49.065365,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MINFELD",8.143806,49.072241,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"STEINWEILER",8.139929,49.12241,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BILLIGHEIM INGENHEIM",8.097229,49.137881,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"OFFENBACH AN DER QUEICH",8.190128,49.193975,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KNITTELSHEIM",8.251143,49.191462,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"OTTERSHEIM BEI LANDAU",8.230383,49.191449,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BORNHEIM2",8.164013,49.222241,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ESSINGEN1",8.174389,49.235839,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"OBERHAUSEN1",8.057771,49.097988,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BIRKENHOERDT",7.931301,49.114678,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"DOERRENBACH",7.961354,49.089921,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GLEISZELLEN GLEISHORBACH",8.004089,49.125009,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KAPELLEN DRUSWEILER",8.031227,49.102769,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KAPSWEYER",8.020328,49.044923,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KLINGENMUENSTER",8.018384,49.140095,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"OBEROTTERBACH",7.970507,49.069276,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"SCHWEIGEN RECHTENBACH",7.961961,49.055708,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BUSENBERG",7.830034,49.130274,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BRUCHWEILER BAERENBACH",7.80391,49.113006,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BUNDENTHAL",7.807569,49.096101,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"FISCHERBACH",8.110824,48.287203,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HOFSTETTEN",8.068304,48.257209,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WILLSTAETT",7.893251,48.541564,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"NEURIED",7.807163,48.467234,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SCHUTTERWALD",7.887414,48.453676,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HOHBERG",7.908087,48.423963,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"APPENWEIER",7.978133,48.537224,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"DURBACH",8.015098,48.494785,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SCHENKENZELL",8.371174,48.310998,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BAD RIPPOLDSAU SCHAPBACH",8.291422,48.378284,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BIBERACH",8.028167,48.338696,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"OBERHARMERSBACH",8.126097,48.373214,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"NORDRACH",8.078796,48.397329,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"STEINACH",8.0571,48.303005,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"LAUTENBACH",8.116643,48.521148,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"MUEHLENBACH",8.111663,48.253642,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"OHLSBACH",7.993608,48.43135,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"ORTENBERG1",7.971409,48.451257,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BUEHLERTAL",8.190926,48.683772,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"OTTERSWEIER",8.11188,48.669485,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"RHEINMUENSTER",8.046134,48.746539,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"LICHTENAU2",8.008333,48.730149,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"KAPPELRODECK",8.117423,48.591492,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SASBACH",8.091829,48.638758,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"LAUF",8.131381,48.649219,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"FRIESENHEIM1",7.881795,48.373236,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SCHWANAU",7.757697,48.386219,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"KAPPEL GRAFENHAUSEN",7.743559,48.291847,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"KIPPENHEIM",7.82454,48.294627,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"MEISSENHEIM",7.775836,48.408333,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"RUST",7.726081,48.269294,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SCHUTTERTAL",7.956647,48.269141,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"NIEDERESCHACH",8.528615,48.132561,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"DAUCHINGEN",8.553297,48.090683,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BRIGACHTAL",8.470163,48.016006,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"MOENCHWEILER",8.429216,48.101001,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SCHONACH IM SCHWARZWALD",8.199878,48.143166,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SCHOENWALD IM SCHWARZWALD",8.201148,48.101542,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GUETENBACH",8.138596,48.044875,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"IMMENDINGEN",8.733578,47.939111,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GOTTMADINGEN",8.777019,47.735149,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HILZINGEN",8.777866,47.765627,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"STEISSLINGEN",8.92425,47.79781,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"MUEHLHAUSEN EHINGEN",8.810044,47.810044,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
